sentence,label,datatype,title,publication_date,file_id,-1,Profit,Dividend,MergerAcquisition,SalesVolume,BuyRating,QuarterlyResults,TargetPrice,ShareRepurchase,Turnover,Debt
The shares were also lifted by a revival of bid speculation .,-1,holdin,vodafone lifted by prospect of french and chinese sales,27-05-2010,401,1,0,0,0,0,0,0,0,0,0,0
"At the iPhone 's launch in 2007 , operators chose to provide smartphone customers with "" all-you-can-eat "" tariffs which meant they paid a fixed amount each month .",-1,holdin,vodafone prepares for smart move,6-11-2010,3,1,0,0,0,0,0,0,0,0,0,0
Diversity is linchpin of BHP 's plan for Potash,-1,holdin,diversity is linchpin of bhp's plan for potash,26-08-2010,563,1,0,0,0,0,0,0,0,0,0,0
"Board members , who discussed the figures at a formal meeting last week , will sign off on the buy-back today .",-1,holdin,FT other Vodafone,23-05-2005,546,1,0,0,0,0,0,0,0,0,0,0
"Under the proposal , ownership of 94 per cent of the equity in Biofuels Corporation Trading will transfer to Barclays in exchange for Pounds 40m of the existing debt .",-1,holdin,ailing group's plea on barclays debt deal,27-06-2007,365,1,0,0,0,0,0,0,0,0,0,0
Barclays tumbles 10.5 % after Moody 's cuts debt rating,-1,holdin,barclays tumbles 10.5% after moody's cuts debt rating,3-02-2009,528,1,0,0,0,0,0,0,0,0,0,0
"Heritage Oil was up 4 per cent to 147.5p after Goldman Sachs added the explorer to its "" buy "" list .",['BuyRating'],holdin,tesco drops to low amid talk of cut in earnings guidance,4-06-2013,109,0,0,0,0,0,1,0,0,0,0,0
"The Outer Harbour development - one of BHP 's "" mega-projects "" that will total as much as $ 100bn in capital expenditure over the next 15 years - is likely to be considered by the miner 's board later this year .",-1,holdin,FT other BHP,31-05-2012,979,1,0,0,0,0,0,0,0,0,0,0
"Despite this , many analysts believe Vodafone will steer clear of such big deals - although they see smaller bolt-ons such as Italy 's Fastweb as more likely .",-1,holdin,hard to call size of vodafone payout,2-09-2013,657,1,0,0,0,0,0,0,0,0,0,0
Vodafone reported a 15.6 per cent rise in revenue to pound(s)41bn for the year to March 31 and a 16.7 per cent increase in operating profit before one-off items to pound(s)11.8bn.,"['Profit', 'Turnover']",holdin,weak revenues prompt vodafone to heighten cost-cutting efforts,20-05-2009,439,0,1,0,0,0,0,0,0,0,1,0
"Until now , it has preferred to grow from the ground up , through joint ventures with local partners and store-by-store growth .",-1,holdin,tesco buys 36 stores in south korea for pounds 1bn,15-05-2008,226,1,0,0,0,0,0,0,0,0,0,0
"That is not going to happen , as Vodafone 's pound(s)2.3bn writedown on its Indian business yesterday made clear .",-1,holdin,vodafone,19-05-2010,571,1,0,0,0,0,0,0,0,0,0,0
But many say it is only a matter of time before the more complex structured products return to the market .,-1,holdin,tesco issue signals returning appetite for mortgage bonds,30-06-2010,271,1,0,0,0,0,0,0,0,0,0,0
Antofagasta gained 2.6 per cent to 970.5p and Vedanta Resources added 2.3 per cent to pound(s)12.91.,-1,holdin,tesco drops to low amid talk of cut in earnings guidance,4-06-2013,109,1,0,0,0,0,0,0,0,0,0,0
"Vodafone 's senior management has been weighing up a potential bid for the German group , two people with knowledge of the situation told the Financial Times , although they stressed that the UK company had made no decision and had not approached KDG .",['MergerAcquisition'],holdin,vodafone weighs bid for german cable group,14-02-2013,581,0,0,0,1,0,0,0,0,0,0,0
"But it had also shown that Tesco 's average price per item was falling , meaning less money was going through its tills .",-1,holdin,tesco sales fall despite pound(s)500m in price cuts,9-12-2011,319,1,0,0,0,0,0,0,0,0,0,0
"The international business , which accounts for just over one- fifth of profits , had a slowdown in sales , which rose 16.1 per cent over the period .",['SalesVolume'],holdin,tesco stays top of growth table *retailer delivers stronger figures than rivals for fifth year runni,18-01-2006,244,0,0,0,0,1,0,0,0,0,0,0
JJB Sports rallied 5.3 per cent to 29 1/2 p after Panmure Gordon set a 40p price target on recovery hopes ahead of the Olympics .,['TargetPrice'],holdin,vodafone misses footsie gains after analysts cut earnings expectations,11-05-2011,96,0,0,0,0,0,0,0,1,0,0,0
""" If the restructuring does not proceed , an insolvency process will be unavoidable , "" it said yesterday .",-1,holdin,ailing group's plea on barclays debt deal,27-06-2007,365,1,0,0,0,0,0,0,0,0,0,0
Andrew Wood of Sanford Bernstein says the multiple was well below the average of 17 times ebitda paid for other M&A deals in the health and personal care sector over the past decade .,-1,holdin,unilever looks to clean up in alberto culver buy,28-09-2010,938,1,0,0,0,0,0,0,0,0,0,0
"Merrill research also helped buoy Vodafone , up 1.3 per cent to 137 1/4 p.",-1,holdin,banks trail ftse amid concern over barclays cash call,20-01-2010,753,1,0,0,0,0,0,0,0,0,0,0
"While some investors may take umbrage at Mr Colao 's statement that they should wait patiently for Vodafone to dispose of some or all of its minority stakes , shareholders will be encouraged by Vodafone 's willingness to also sell assets it controls .",-1,holdin,vodafone seeks to bolster empire via strategic sales,17-09-2010,294,1,0,0,0,0,0,0,0,0,0,0
"Vis a vis its dividend declaration , a much simpler fact is that Verizon Communications will find it easier to maintain its own payout ( annual cost near $6bn ) if cash is pushed upstream from the now lowly geared mobile offshoot ( even if executives stressed recently that this was not a necessity ) .",-1,holdin,verizonvodafone,15-05-2013,196,1,0,0,0,0,0,0,0,0,0,0
"Investors holding a further 5 per cent of Vodafone 's shares could abstain , said these people .",-1,holdin,stanlife opposes sarin at vodafone,24-07-2006,166,1,0,0,0,0,0,0,0,0,0,0
Vodafone 's new chief signals a more cautious approach to deals,-1,holdin,vodafone's new chief signals a more cautious approach to deals,12-11-2008,557,1,0,0,0,0,0,0,0,0,0,0
"He said that he and Gervais Pellissier , France Telecom 's finance director , were "" paranoid on problems "" and had devised mechanisms to resolve any disputes in the joint venture .",-1,holdin,heat on vodafone and telefonica,9-09-2009,480,1,0,0,0,0,0,0,0,0,0,0
"However , BHP 's production of base metals fell .",-1,holdin,bhp production hits record levels,20-10-2011,524,1,0,0,0,0,0,0,0,0,0,0
But Unilever 's shares fell 1.9 per cent to pound(s)17.94 in afternoon trading after it said it had been reducing prices .,-1,holdin,unilever chief warns of slow recovery,6-11-2009,451,1,0,0,0,0,0,0,0,0,0,0
"Commodity markets are somewhat encouraging but still hard to read , the company said in a market outlook statement that was widely watched because of the company 's global influence .",-1,holdin,luck and oil boost bhp's balance sheet,13-08-2009,925,1,0,0,0,0,0,0,0,0,0,0
The index had dropped 3.8 per cent since Monday and was on track for its worst week in more than a year .,-1,holdin,barclays leads ftse 100 slide following cut in stake,7-06-2013,289,1,0,0,0,0,0,0,0,0,0,0
Barclays disposes of pound(s)6bn worth of loans,-1,holdin,barclays disposes of pound(s)6bn worth of loans,8-08-2008,145,1,0,0,0,0,0,0,0,0,0,0
"BAE 's appointment this week of Paul Anderson , former BHP Billiton executive , also spurred talk of a major acquisition .",-1,holdin,upbeat industry figures underpin unilever's jump,10-10-2009,642,1,0,0,0,0,0,0,0,0,0,0
"It argues , correctly , that forcing banks to adopt "" narrow "" business models will not make the system safer .",-1,holdin,barclays bounces,17-02-2010,12,1,0,0,0,0,0,0,0,0,0,0
"However , growth across its markets seems to have slowed by about a percentage point since a year ago and , while Unilever can still outpace peers , the weather-related warning from Coca-Cola this week suggested an extra risk to ice cream sales , Oriel said .",-1,holdin,earnings worries put pressure on unilever as miners lift ftse 100,18-07-2013,721,1,0,0,0,0,0,0,0,0,0,0
"JPMorgan Chase said yesterday its investment banking business returned to profitability in the period , also beating expectations .",['Profit'],holdin,barclays upbeat as it sets out to woo investors,17-04-2009,606,0,1,0,0,0,0,0,0,0,0,0
"The Asian region overall was the star performer , with sales up by a fifth to pound(s)9.01bn and profits up 24 per cent to pound(s)440m .","['Profit', 'SalesVolume']",holdin,tesco's expansion in china will overtake uk footprint,21-04-2010,178,0,1,0,0,1,0,0,0,0,0,0
Barclays faces fine of $470m,-1,holdin,barclays faces fine of $470m,1-11-2012,53,1,0,0,0,0,0,0,0,0,0,0
Shares in Barclays dropped 24.1 per cent to 65 1/2 p.,-1,holdin,barclays drops 24% on fresh concerns about writedowns,6-03-2009,958,1,0,0,0,0,0,0,0,0,0,0
Mr Cescau admitted the company 's performance had been poor and it had failed to focus enough on customers .,-1,holdin,FT other Unilever,12-05-2005,545,1,0,0,0,0,0,0,0,0,0,0
"Marcus Agius , the outgoing chairman , reiterated his regret over the recent events , saying that he "" recognised that we have disappointed our customers and shareholders "" .",-1,holdin,barclays' bad month capped by double blow,28-07-2012,479,1,0,0,0,0,0,0,0,0,0,0
"Verizon 's fixed-line business delivers only modest profit and requires significant capital investment , it said .",-1,holdin,vodafone hits two-month high despite dividend doubts,22-09-2012,604,1,0,0,0,0,0,0,0,0,0,0
"Leading the blue-chip fallers , J Sainsbury reversed a rally on Monday to fade 2.9 per cent to 329.2p.",-1,holdin,lloyds and barclays to the fore in best ftse finish since may 2008,10-01-2013,897,1,0,0,0,0,0,0,0,0,0,0
The man who runs BHP Billiton lives up to his moniker : he has just unveiled the biggest half-year profit ever for an Australian company - BHP is listed in London and Sydney - and the mining sector 's largest share buy-back programme .,"['Profit', 'ShareRepurchase']",holdin,bhp's payout the,8-02-2007,899,0,1,0,0,0,0,0,0,1,0,0
"The latest setback came on Monday when Mikhail Fridman , the Russian billionaire and one of BP 's partners in TNK-BP , quit as chief executive - the climax of a governance crisis at the Russian oil producer .",-1,holdin,FT other BP,30-05-2012,499,1,0,0,0,0,0,0,0,0,0,0
"No cycle lasts for ever , but analysts expect almost two more good years until chemical demand peaks in mid-2006 and even BASF will admit to one .",-1,holdin,basf the,12-11-2004,186,1,0,0,0,0,0,0,0,0,0,0
Shares in BHP were 0.4 per cent higher at A$36.10 in Sydney trading on Wednesday afternoon .,-1,holdin,FT other BHP,02-05-2012,280,1,0,0,0,0,0,0,0,0,0,0
And BASF believes the European and North American market will grow more slowly than gross domestic product until 2015 .,-1,holdin,basf the,29-04-2005,709,1,0,0,0,0,0,0,0,0,0,0
"That is roughly in line with similar deals carried out by multinationals , most recently drugmaker GlaxoSmith-Kline which late last year lifted its 43.2 per cent stake in its pivotal Indian division , GlaxoSmithKline Consumer Healthcare , to 75 per cent .",['MergerAcquisition'],holdin,unilever in $5.4bn deal over india unit,1-05-2013,745,0,0,0,1,0,0,0,0,0,0,0
Some believe that they are behind Sweden 's low adult lung cancer rates .,-1,holdin,FT other BAT,26-05-2005,139,1,0,0,0,0,0,0,0,0,0,0
"Mr Colao addressed potential objections by regulators to how Vodafone or Telefonica , if one of them bought T-Mobile , could secure a 40 per cent market share of revenue paid by British mobile phone users .",-1,holdin,vodafone in consolidation call,25-07-2009,910,1,0,0,0,0,0,0,0,0,0,0
"Even in the UK , where Tesco 's underlying sales growth of 3 per cent for the year is clearly lagging rivals Wm Morrison and Asda , Sir Terry still turned in a best-in-class trading margin of 6.2 per cent , helped by some crafty cost-cutting ( to the tune of pound(s)540m in the past financial year ) .",['SalesVolume'],holdin,tesco chief cautious despite store's pound(s)3.1bn record profit,22-04-2009,430,0,0,0,0,1,0,0,0,0,0,0
That improvement was principally because Vodafone wrote down the value of some of its European businesses last year .,-1,holdin,vodafone lifts guidance and dividend,14-11-2007,794,1,0,0,0,0,0,0,0,0,0,0
BHP 's takeover options curtailed,-1,holdin,bhp's takeover options curtailed,14-11-2007,830,1,0,0,0,0,0,0,0,0,0,0
"He said the group would either strike commercial agreements with cable operators , invest in its own fibre networks , as it had done in Portugal and elsewhere , or "" look at existing assets "" to acquire .",-1,holdin,vodafone weighs bid for german cable group,14-02-2013,581,1,0,0,0,0,0,0,0,0,0,0
""" BA is the carrier most leveraged to the recovery of the transatlantic market , "" it said .",-1,holdin,bhp billiton and anglo american lead footsie higher,19-01-2010,798,1,0,0,0,0,0,0,0,0,0,0
Scottish Power fell 1.8 per cent to 577p as the stock traded without the right to the latest dividend payout .,-1,holdin,barclays shares knocked back on fears it may hit acquisition trail london,16-02-2006,147,1,0,0,0,0,0,0,0,0,0,0
Barclays yesterday reported rising bad debt charges in its Barclaycard credit cards business .,-1,holdin,barclays disappoints with rising credit card bad debt banks,30-11-2005,134,1,0,0,0,0,0,0,0,0,0,0
"From this , it made a pre-tax profit of L9bn , compared with a loss of L2.4bn in 2006-07 .",['Profit'],holdin,sarin sees growth for vodafone in africa and asia as he heads for exit,28-05-2008,950,0,1,0,0,0,0,0,0,0,0,0
The FTSE 's bank index has erased its 2012 gain after dropping nearly 17 per cent since mid-March .,-1,holdin,barclays leads banking sector falls on concerns over funding gap,18-05-2012,249,1,0,0,0,0,0,0,0,0,0,0
StanLife opposes Sarin at Vodafone,-1,holdin,stanlife opposes sarin at vodafone,24-07-2006,166,1,0,0,0,0,0,0,0,0,0,0
"Deutsche Bank said the sector was "" too cheap "" in spite of a "" restrained "" outlook for house prices , as the recent slowdown in the UK was nothing more than a return of seasonality .",-1,holdin,bhp helps power footsie recovery on talk of bp gulf bid,3-08-2010,720,1,0,0,0,0,0,0,0,0,0,0
"London Stock Exchange , off 0.6 per cent to Pounds 13.49 , was in focus as a block of 11.2m shares , or 5.5 per cent of the company , changed hands .",-1,holdin,vodafone sets a strong tone on talk of at&t interest,24-05-2007,936,1,0,0,0,0,0,0,0,0,0,0
"The group reported total sales up 7.4 per cent to pound(s)72bn , with pre-tax profit up 5.3 per cent to pound(s)3.8bn.","['Profit', 'SalesVolume']",holdin,jury out on tesco blueprint for uk revival,19-04-2012,288,0,1,0,0,1,0,0,0,0,0,0
""" We do not see a dramatic change in Europe in the coming quarters , so expect [ further ] headwinds "" , he said , although he reiterated the group 's guidance for the full year .",-1,holdin,vodafone feels europe pressure,8-02-2013,692,1,0,0,0,0,0,0,0,0,0,0
